"Flight_ID","ID","Clearance_Time","Scheduled_Departure","Actual_Departure","Scheduled_Arrival","Actual_Arrival","Actual_Landing","CancelStatus"
"F9_420",1,-4.0,0.0,0.0,6.0,6.0,6.0,0.0
"DL_1792",2,-4.0,0.0,0.0,8.0,8.0,8.0,0.0
"DL_1100",3,-3.0,1.0,1.0,8.0,8.0,8.0,0.0
"DL_1354",4,-3.0,1.0,1.0,9.0,9.0,9.0,0.0
"AA_1116",5,-4.0,0.0,0.0,9.0,9.0,9.0,0.0
"DL_2625",6,-3.0,1.0,1.0,10.0,10.0,10.0,0.0
"NK_806",7,-2.0,2.0,2.0,10.0,10.0,10.0,0.0
"DL_2324",8,-1.0,3.0,3.0,10.0,10.0,10.0,0.0
"DL_2224",9,-3.0,1.0,1.0,10.0,10.0,10.0,0.0
"DL_2284",10,-3.0,1.0,1.0,10.0,10.0,10.0,0.0
"DL_1593",11,-2.0,2.0,2.0,11.0,11.0,11.0,0.0
"DL_1254",12,-1.0,3.0,3.0,11.0,11.0,11.0,0.0
"DL_955",13,5.0,9.0,9.0,11.0,11.0,11.0,0.0
"DL_836",14,-10.0,-6.0,-6.0,11.0,11.0,11.0,0.0
"EV_4985",15,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_688",16,0.0,4.0,4.0,12.0,12.0,12.0,0.0
"DL_823",17,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_2826",18,6.0,10.0,10.0,12.0,12.0,12.0,0.0
"EV_5229",19,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_1129",20,6.0,10.0,10.0,12.0,12.0,12.0,0.0
"DL_2273",21,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_1456",22,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_2517",23,6.0,10.0,10.0,12.0,12.0,12.0,0.0
"DL_1872",24,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_2077",25,4.0,8.0,8.0,12.0,12.0,12.0,0.0
"DL_1092",26,6.0,10.0,10.0,12.0,12.0,12.0,0.0
"DL_1926",27,6.0,10.0,10.0,12.0,12.0,12.0,0.0
"DL_960",28,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_2640",29,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"EV_5128",30,6.0,10.0,10.0,12.0,12.0,12.0,0.0
"DL_1362",31,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_2197",32,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"DL_2403",33,5.0,9.0,9.0,12.0,12.0,12.0,0.0
"EV_5046",34,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"F9_1456",35,1.0,5.0,5.0,13.0,13.0,13.0,0.0
"DL_2584",36,5.0,9.0,9.0,13.0,13.0,13.0,0.0
"DL_1340",37,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"DL_835",38,5.0,9.0,9.0,13.0,13.0,13.0,0.0
"DL_1520",39,5.0,9.0,9.0,13.0,13.0,13.0,0.0
"DL_920",40,6.0,10.0,10.0,13.0,13.0,13.0,0.0
"DL_2261",41,5.0,9.0,9.0,13.0,13.0,13.0,0.0
"EV_5518",42,6.0,10.0,10.0,13.0,13.0,13.0,0.0
"DL_1518",43,6.0,10.0,10.0,13.0,13.0,13.0,0.0
"EV_5501",44,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"DL_1132",45,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"DL_1234",46,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"DL_793",47,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"DL_1783",48,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"DL_2353",49,5.0,9.0,9.0,13.0,13.0,13.0,0.0
"DL_942",50,5.0,9.0,9.0,13.0,13.0,13.0,0.0
"DL_1091",51,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"EV_5270",52,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"OO_4820",53,5.0,9.0,9.0,13.0,13.0,13.0,0.0
"DL_2200",54,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"DL_1480",55,7.0,11.0,11.0,13.0,13.0,13.0,0.0
"DL_1686",56,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_2019",57,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"DL_1625",58,6.0,10.0,10.0,14.0,14.0,14.0,0.0
"DL_2283",59,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"DL_1931",60,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_2561",61,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"DL_849",62,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_2633",63,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_1323",64,6.0,10.0,10.0,14.0,14.0,14.0,0.0
"DL_1450",65,6.0,10.0,10.0,14.0,14.0,14.0,0.0
"DL_1499",66,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_894",67,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"DL_1914",68,8.0,12.0,12.0,14.0,14.0,14.0,0.0
"EV_5406",69,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_786",70,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_1146",71,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_2848",72,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_891",73,6.0,10.0,10.0,14.0,14.0,14.0,0.0
"DL_2613",74,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"EV_5435",75,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"EV_5491",76,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"OO_4614",77,6.0,10.0,10.0,14.0,14.0,14.0,0.0
"EV_4916",78,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"NK_252",79,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_1179",80,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_2129",81,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"DL_2543",82,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"DL_2014",83,4.0,8.0,8.0,14.0,14.0,14.0,0.0
"DL_1447",84,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"DL_827",85,6.0,10.0,10.0,14.0,14.0,14.0,0.0
"DL_2497",86,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"WN_3039",87,8.0,12.0,12.0,14.0,14.0,14.0,0.0
"DL_1508",88,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_1673",89,6.0,10.0,10.0,14.0,14.0,14.0,0.0
"DL_1998",90,7.0,11.0,11.0,14.0,14.0,14.0,0.0
"DL_575",91,5.0,9.0,9.0,14.0,14.0,14.0,0.0
"EV_5313",92,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"WN_215",93,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1256",94,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"EV_5047",95,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_2512",96,9.0,13.0,13.0,15.0,15.0,15.0,0.0
"DL_440",97,6.0,10.0,10.0,15.0,15.0,15.0,0.0
"DL_1401",98,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_941",99,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1065",100,5.0,9.0,9.0,15.0,15.0,15.0,0.0
"DL_2505",101,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"EV_4966",102,6.0,10.0,10.0,15.0,15.0,15.0,0.0
"DL_1591",103,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_1093",104,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_2105",105,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_2430",106,9.0,13.0,13.0,15.0,15.0,15.0,0.0
"DL_792",107,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"EV_5187",108,9.0,13.0,13.0,15.0,15.0,15.0,0.0
"EV_5286",109,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_1481",110,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_1867",111,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1847",112,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"EV_5129",113,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1991",114,6.0,10.0,10.0,15.0,15.0,15.0,0.0
"DL_2030",115,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"EV_4911",116,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_2137",117,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_2535",118,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"EV_5594",119,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"OO_4490",120,6.0,10.0,10.0,15.0,15.0,15.0,0.0
"DL_1183",121,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_883",122,5.0,9.0,9.0,15.0,15.0,15.0,0.0
"WN_2590",123,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_774",124,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1941",125,4.0,8.0,8.0,15.0,15.0,15.0,0.0
"EV_4879",126,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1482",127,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_1540",128,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1890",129,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"EV_5275",130,9.0,13.0,13.0,15.0,15.0,15.0,0.0
"DL_1853",131,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_872",132,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_2370",133,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_2458",134,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"EV_5045",135,6.0,10.0,10.0,15.0,15.0,15.0,0.0
"EV_5210",136,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"EV_5315",137,9.0,13.0,13.0,15.0,15.0,15.0,0.0
"DL_1215",138,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_1952",139,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_977",140,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1069",141,6.0,10.0,10.0,15.0,15.0,15.0,0.0
"DL_2352",142,5.0,9.0,9.0,15.0,15.0,15.0,0.0
"DL_2406",143,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_2507",144,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"DL_1618",145,8.0,12.0,12.0,15.0,15.0,15.0,0.0
"WN_1517",146,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"WN_3184",147,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"DL_1575",148,7.0,11.0,11.0,15.0,15.0,15.0,0.0
"WN_1059",149,9.0,13.0,13.0,16.0,16.0,16.0,0.0
"WN_1596",150,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"WN_1374",151,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"EV_5018",152,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"DL_2076",153,9.0,13.0,13.0,16.0,16.0,16.0,0.0
"NK_565",154,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"WN_844",155,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"WN_2676",156,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"EV_5472",157,9.0,13.0,13.0,16.0,16.0,16.0,0.0
"NK_1012",158,9.0,13.0,13.0,16.0,16.0,16.0,0.0
"WN_1583",159,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"EV_5166",160,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"EV_5555",161,10.0,14.0,14.0,16.0,16.0,16.0,0.0
"DL_1925",162,10.0,14.0,14.0,16.0,16.0,16.0,0.0
"DL_1080",163,9.0,13.0,13.0,16.0,16.0,16.0,0.0
"DL_2520",164,7.0,11.0,11.0,16.0,16.0,16.0,0.0
"DL_1078",165,10.0,14.0,14.0,16.0,16.0,16.0,0.0
"DL_2124",166,9.0,13.0,13.0,16.0,16.0,16.0,0.0
"DL_1927",167,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"WN_1327",168,9.0,13.0,13.0,16.0,16.0,16.0,0.0
"DL_2519",169,10.0,14.0,14.0,16.0,16.0,16.0,0.0
"DL_2365",170,9.0,13.0,13.0,16.0,16.0,16.0,0.0
"DL_1460",171,8.0,12.0,12.0,16.0,16.0,16.0,0.0
"DL_1193",172,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"DL_783",173,8.0,12.0,12.0,17.0,17.0,17.0,0.0
"DL_1167",174,8.0,12.0,12.0,17.0,17.0,17.0,0.0
"DL_1577",175,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"NK_473",176,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_2270",177,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_2419",178,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_2839",179,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"WN_261",180,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"DL_1137",181,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"DL_2031",182,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_2636",183,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"EV_5534",184,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"DL_1358",185,11.0,15.0,15.0,17.0,17.0,17.0,0.0
"DL_2410",186,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"OO_4454",187,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_1139",188,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_1488",189,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_2252",190,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"OO_4482",191,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"WN_2580",192,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_810",193,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_2126",194,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_1184",195,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_1718",196,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"DL_1379",197,11.0,15.0,15.0,17.0,17.0,17.0,0.0
"DL_1759",198,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"DL_2539",199,9.0,13.0,13.0,17.0,17.0,17.0,0.0
"AA_1727",200,8.0,12.0,12.0,17.0,17.0,17.0,0.0
"DL_2841",201,11.0,15.0,15.0,17.0,17.0,17.0,0.0
"DL_1563",202,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"DL_969",203,10.0,14.0,14.0,17.0,17.0,17.0,0.0
"DL_1324",204,11.0,15.0,15.0,17.0,17.0,17.0,0.0
"DL_1349",205,11.0,15.0,15.0,17.0,17.0,17.0,0.0
"DL_1326",206,9.0,13.0,13.0,18.0,18.0,18.0,0.0
"EV_5183",207,12.0,16.0,16.0,18.0,18.0,18.0,0.0
"DL_1501",208,8.0,12.0,12.0,18.0,18.0,18.0,0.0
"NK_163",209,10.0,14.0,14.0,18.0,18.0,18.0,0.0
"DL_807",210,9.0,13.0,13.0,18.0,18.0,18.0,0.0
"DL_775",211,11.0,15.0,15.0,18.0,18.0,18.0,0.0
"DL_2420",212,12.0,16.0,16.0,18.0,18.0,18.0,0.0
"EV_4975",213,11.0,15.0,15.0,18.0,18.0,18.0,0.0
"DL_2326",214,10.0,14.0,14.0,18.0,18.0,18.0,0.0
"DL_438",215,10.0,14.0,14.0,19.0,19.0,19.0,0.0
"DL_1647",216,9.0,13.0,13.0,19.0,19.0,19.0,0.0
"AA_1826",217,12.0,16.0,16.0,19.0,19.0,19.0,0.0
"DL_1893",218,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"DL_2544",219,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"NK_404",220,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"DL_1308",221,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"DL_1498",222,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"DL_1266",223,13.0,17.0,17.0,19.0,19.0,19.0,0.0
"DL_1702",224,13.0,17.0,17.0,19.0,19.0,19.0,0.0
"DL_2177",225,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"EV_5325",226,12.0,16.0,16.0,19.0,19.0,19.0,0.0
"DL_1818",227,12.0,16.0,16.0,19.0,19.0,19.0,0.0
"DL_1825",228,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"DL_1122",229,10.0,14.0,14.0,19.0,19.0,19.0,0.0
"WN_1645",230,12.0,16.0,16.0,19.0,19.0,19.0,0.0
"DL_2114",231,9.0,13.0,13.0,19.0,19.0,19.0,0.0
"EV_4120",232,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"DL_926",233,7.0,11.0,11.0,19.0,19.0,19.0,0.0
"DL_2412",234,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"DL_1239",235,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"EV_4921",236,13.0,17.0,17.0,19.0,19.0,19.0,0.0
"EV_5206",237,13.0,17.0,17.0,19.0,19.0,19.0,0.0
"NK_766",238,12.0,16.0,16.0,19.0,19.0,19.0,0.0
"DL_922",239,7.0,11.0,11.0,19.0,19.0,19.0,0.0
"DL_2423",240,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"WN_2791",241,11.0,15.0,15.0,19.0,19.0,19.0,0.0
"DL_796",242,12.0,16.0,16.0,19.0,19.0,19.0,0.0
"DL_2378",243,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"DL_2800",244,14.0,18.0,18.0,20.0,20.0,20.0,0.0
"DL_1572",245,13.0,17.0,17.0,20.0,20.0,20.0,0.0
"DL_2233",246,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"DL_2366",247,13.0,17.0,17.0,20.0,20.0,20.0,0.0
"EV_4957",248,14.0,18.0,18.0,20.0,20.0,20.0,0.0
"DL_2271",249,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"WN_398",250,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"DL_1670",251,14.0,18.0,18.0,20.0,20.0,20.0,0.0
"DL_851",252,10.0,14.0,14.0,20.0,20.0,20.0,0.0
"DL_1334",253,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"DL_1705",254,13.0,17.0,17.0,20.0,20.0,20.0,0.0
"EV_5077",255,13.0,17.0,17.0,20.0,20.0,20.0,0.0
"DL_805",256,11.0,15.0,15.0,20.0,20.0,20.0,0.0
"DL_1681",257,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"DL_2380",258,14.0,18.0,18.0,20.0,20.0,20.0,0.0
"DL_1318",259,13.0,17.0,17.0,20.0,20.0,20.0,0.0
"DL_2212",260,14.0,18.0,18.0,20.0,20.0,20.0,0.0
"DL_1517",261,10.0,14.0,14.0,20.0,20.0,20.0,0.0
"DL_1522",262,13.0,17.0,17.0,20.0,20.0,20.0,0.0
"DL_1954",263,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"DL_2441",264,14.0,18.0,18.0,20.0,20.0,20.0,0.0
"WN_682",265,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"DL_1601",266,10.0,14.0,14.0,20.0,20.0,20.0,0.0
"DL_2227",267,12.0,16.0,16.0,20.0,20.0,20.0,0.0
"DL_1988",268,14.0,18.0,18.0,20.0,20.0,20.0,0.0
"DL_2558",269,11.0,15.0,15.0,21.0,21.0,21.0,0.0
"EV_5111",270,15.0,19.0,19.0,21.0,21.0,21.0,0.0
"DL_1662",271,15.0,19.0,19.0,21.0,21.0,21.0,0.0
"EV_4915",272,15.0,19.0,19.0,21.0,21.0,21.0,0.0
"DL_2433",273,14.0,18.0,18.0,21.0,21.0,21.0,0.0
"DL_2609",274,15.0,19.0,19.0,21.0,21.0,21.0,0.0
"AA_2016",275,12.0,16.0,16.0,21.0,21.0,21.0,0.0
"EV_5413",276,15.0,19.0,19.0,21.0,21.0,21.0,0.0
"WN_1558",277,14.0,18.0,18.0,21.0,21.0,21.0,0.0
"DL_1942",278,13.0,17.0,17.0,21.0,21.0,21.0,0.0
"DL_901",279,14.0,18.0,18.0,21.0,21.0,21.0,0.0
"EV_4886",280,14.0,18.0,18.0,21.0,21.0,21.0,0.0
"DL_2118",281,14.0,18.0,18.0,21.0,21.0,21.0,0.0
"DL_1715",282,13.0,17.0,17.0,21.0,21.0,21.0,0.0
"DL_801",283,13.0,17.0,17.0,21.0,21.0,21.0,0.0
"DL_1746",284,13.0,17.0,17.0,21.0,21.0,21.0,0.0
"DL_1452",285,11.0,15.0,15.0,21.0,21.0,21.0,0.0
"DL_1472",286,15.0,19.0,19.0,22.0,22.0,22.0,0.0
"EV_5208",287,15.0,19.0,19.0,22.0,22.0,22.0,0.0
"WN_389",288,14.0,18.0,18.0,22.0,22.0,22.0,0.0
"DL_1303",289,16.0,20.0,20.0,22.0,22.0,22.0,0.0
"DL_1294",290,15.0,19.0,19.0,22.0,22.0,22.0,0.0
"DL_1815",291,13.0,17.0,17.0,22.0,22.0,22.0,0.0
"DL_2113",292,16.0,20.0,20.0,22.0,22.0,22.0,0.0
"DL_1345",293,11.0,15.0,15.0,22.0,22.0,22.0,0.0
"DL_590",294,10.0,14.0,14.0,22.0,22.0,22.0,0.0
"EV_4897",295,16.0,20.0,20.0,22.0,22.0,22.0,0.0
"F9_1463",296,12.0,16.0,16.0,22.0,22.0,22.0,0.0
"WN_1505",297,14.0,18.0,18.0,22.0,22.0,22.0,0.0
"DL_2254",298,10.0,14.0,14.0,22.0,22.0,22.0,0.0
"DL_1478",299,13.0,17.0,17.0,22.0,22.0,22.0,0.0
"WN_2286",300,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_1602",301,11.0,15.0,15.0,23.0,23.0,23.0,0.0
"DL_1113",302,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_2226",303,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1128",304,12.0,16.0,16.0,23.0,23.0,23.0,0.0
"DL_1123",305,12.0,16.0,16.0,23.0,23.0,23.0,0.0
"DL_1730",306,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_1771",307,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"WN_2454",308,14.0,18.0,18.0,23.0,23.0,23.0,0.0
"WN_3135",309,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1258",310,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"EV_5113",311,17.0,21.0,21.0,23.0,23.0,23.0,0.0
"DL_1252",312,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1470",313,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"WN_2079",314,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_1844",315,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_1855",316,13.0,17.0,17.0,23.0,23.0,23.0,0.0
"DL_1066",317,17.0,21.0,21.0,23.0,23.0,23.0,0.0
"DL_1856",318,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_2385",319,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1701",320,13.0,17.0,17.0,23.0,23.0,23.0,0.0
"WN_1240",321,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_1913",322,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_2387",323,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"EV_5334",324,17.0,21.0,21.0,23.0,23.0,23.0,0.0
"DL_719",325,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"EV_4951",326,17.0,21.0,21.0,23.0,23.0,23.0,0.0
"EV_5034",327,17.0,21.0,21.0,23.0,23.0,23.0,0.0
"AA_1814",328,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_764",329,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1134",330,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1380",331,17.0,21.0,21.0,23.0,23.0,23.0,0.0
"DL_1616",332,13.0,17.0,17.0,23.0,23.0,23.0,0.0
"DL_1633",333,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_2018",334,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"EV_4925",335,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"EV_5245",336,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"EV_5372",337,17.0,21.0,21.0,23.0,23.0,23.0,0.0
"DL_1279",338,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1367",339,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1384",340,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_2056",341,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_2120",342,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_2183",343,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_2298",344,16.0,20.0,20.0,23.0,23.0,23.0,0.0
"DL_2340",345,17.0,21.0,21.0,23.0,23.0,23.0,0.0
"OO_4683",346,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"WN_1316",347,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_2457",348,13.0,17.0,17.0,23.0,23.0,23.0,0.0
"WN_2742",349,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"WN_2019",350,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"WN_168",351,15.0,19.0,19.0,23.0,23.0,23.0,0.0
"DL_1295",352,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"WN_545",353,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"DL_1672",354,15.0,19.0,19.0,24.0,24.0,24.0,0.0
"EV_5076",355,17.0,21.0,21.0,24.0,24.0,24.0,0.0
"WN_5655",356,17.0,21.0,21.0,24.0,24.0,24.0,0.0
"WN_978",357,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"WN_2541",358,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"DL_1190",359,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"DL_1592",360,12.0,16.0,16.0,24.0,24.0,24.0,0.0
"DL_1891",361,17.0,21.0,21.0,24.0,24.0,24.0,0.0
"DL_2251",362,17.0,21.0,21.0,24.0,24.0,24.0,0.0
"DL_741",363,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"EV_4992",364,18.0,22.0,22.0,24.0,24.0,24.0,0.0
"EV_5485",365,17.0,21.0,21.0,24.0,24.0,24.0,0.0
"DL_1981",366,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"DL_744",367,15.0,19.0,19.0,24.0,24.0,24.0,0.0
"EV_5322",368,18.0,22.0,22.0,24.0,24.0,24.0,0.0
"WN_2720",369,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"DL_669",370,11.0,15.0,15.0,24.0,24.0,24.0,0.0
"DL_1127",371,17.0,21.0,21.0,24.0,24.0,24.0,0.0
"DL_436",372,15.0,19.0,19.0,24.0,24.0,24.0,0.0
"EV_4874",373,17.0,21.0,21.0,24.0,24.0,24.0,0.0
"F9_427",374,16.0,20.0,20.0,24.0,24.0,24.0,0.0
"DL_2646",375,17.0,21.0,21.0,24.0,24.0,24.0,0.0
"WN_886",376,18.0,22.0,22.0,25.0,25.0,25.0,0.0
"DL_1182",377,19.0,23.0,23.0,25.0,25.0,25.0,0.0
