YEAR,MONTH,DAY_OF_MONTH,FL_DATE,UNIQUE_CARRIER,AIRLINE_ID,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,DIV_REACHED_DEST
2016,1,10,1/10/2016,DL,19790,2160,10397,ATL,"Atlanta, GA",13303,MIA,"Miami, FL",1602,1601,-1,27,14,1800,1814,14,0,0,118,133,92,594,
2016,1,10,1/10/2016,DL,19790,2168,10397,ATL,"Atlanta, GA",13422,MOB,"Mobile, AL",1659,1701,2,20,5,1715,1718,3,0,0,76,77,52,302,
2016,1,10,1/10/2016,DL,19790,2169,10397,ATL,"Atlanta, GA",13204,MCO,"Orlando, FL",1055,1053,-2,21,9,1225,1225,0,0,0,90,92,62,404,
2016,1,10,1/10/2016,DL,19790,2172,10397,ATL,"Atlanta, GA",15304,TPA,"Tampa, FL",1430,1437,7,12,3,1550,1601,11,0,0,80,84,69,406,
2016,1,10,1/10/2016,DL,19790,2173,10397,ATL,"Atlanta, GA",13303,MIA,"Miami, FL",1105,1113,8,19,27,1303,1332,29,0,0,118,139,93,594,
2016,1,10,1/10/2016,DL,19790,2175,10397,ATL,"Atlanta, GA",13577,MYR,"Myrtle Beach, SC",2118,2126,8,18,4,2232,2232,0,0,0,74,66,44,317,
2016,1,10,1/10/2016,DL,19790,2176,10397,ATL,"Atlanta, GA",10693,BNA,"Nashville, TN",1645,1644,-1,24,5,1655,1651,-4,0,0,70,67,38,214,
2016,1,10,1/10/2016,DL,19790,2183,10397,ATL,"Atlanta, GA",13930,ORD,"Chicago, IL",821,817,-4,21,7,928,911,-17,0,0,127,114,86,606,
2016,1,10,1/10/2016,DL,19790,2184,10397,ATL,"Atlanta, GA",14730,SDF,"Louisville, KY",1454,1506,12,15,5,1618,1616,-2,0,0,84,70,50,321,
2016,1,10,1/10/2016,DL,19790,2186,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",1945,2014,29,21,23,2159,2229,30,0,0,134,135,91,762,
2016,1,10,1/10/2016,DL,19790,2188,10397,ATL,"Atlanta, GA",14747,SEA,"Seattle, WA",1630,1630,0,23,8,1912,1850,-22,0,0,342,320,289,2182,
2016,1,10,1/10/2016,DL,19790,2189,10397,ATL,"Atlanta, GA",10821,BWI,"Baltimore, MD",1755,1752,-3,25,7,1947,1936,-11,0,0,112,104,72,577,
2016,1,10,1/10/2016,DL,19790,2193,10397,ATL,"Atlanta, GA",15323,TRI,"Bristol/Johnson City/Kingsport, TN",2227,2225,-2,16,5,2332,2325,-7,0,0,65,60,39,227,
2016,1,10,1/10/2016,DL,19790,2194,10397,ATL,"Atlanta, GA",11973,GPT,"Gulfport/Biloxi, MS",2122,2121,-1,24,2,2150,2146,-4,0,0,88,85,59,352,
2016,1,10,1/10/2016,DL,19790,2195,10397,ATL,"Atlanta, GA",13360,MLB,"Melbourne, FL",1519,1518,-1,19,6,1650,1654,4,0,0,91,96,71,442,
2016,1,10,1/10/2016,DL,19790,2203,10397,ATL,"Atlanta, GA",12889,LAS,"Las Vegas, NV",833,833,0,19,6,1006,951,-15,0,0,273,258,233,1747,
2016,1,10,1/10/2016,DL,19790,2206,10397,ATL,"Atlanta, GA",13931,ORF,"Norfolk, VA",1415,1418,3,12,4,1549,1536,-13,0,0,94,78,62,516,
2016,1,10,1/10/2016,DL,19790,2207,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",2225,2225,0,17,8,2336,2333,-3,0,0,71,68,43,259,
2016,1,10,1/10/2016,DL,19790,2208,10397,ATL,"Atlanta, GA",12266,IAH,"Houston, TX",1505,1502,-3,18,3,1627,1613,-14,0,0,142,131,110,689,
2016,1,10,1/10/2016,DL,19790,2212,10397,ATL,"Atlanta, GA",14193,PNS,"Pensacola, FL",825,824,-1,10,3,837,830,-7,0,0,72,66,53,271,
2016,1,10,1/10/2016,DL,19790,2213,10397,ATL,"Atlanta, GA",13360,MLB,"Melbourne, FL",1218,1214,-4,15,5,1347,1343,-4,0,0,89,89,69,442,
2016,1,10,1/10/2016,DL,19790,2224,10397,ATL,"Atlanta, GA",14831,SJC,"San Jose, CA",2010,2010,0,18,2,2232,2209,-23,0,0,322,299,279,2116,
2016,1,10,1/10/2016,DL,19790,2225,10397,ATL,"Atlanta, GA",14307,PVD,"Providence, RI",935,937,2,13,4,1148,1534,,0,1,133,,,903,1
2016,1,10,1/10/2016,DL,19790,2226,10397,ATL,"Atlanta, GA",11697,FLL,"Fort Lauderdale, FL",800,757,-3,11,4,945,948,3,0,0,105,111,96,581,
2016,1,10,1/10/2016,DL,19790,2235,10397,ATL,"Atlanta, GA",10980,CHA,"Chattanooga, TN",2121,2229,68,18,2,2207,2311,64,0,0,46,42,22,106,
